Geographic Area,City,percent_completed_hs,,
IA,Portsmouth city,90.6,city,4
IA,Postville city,72.2,city,4
IA,Prairieburg city,81.9,city,4
IA,Prairie City city,93.5,city,4
IA,Prescott city,94.5,city,4
IA,Preston city,85.5,city,4
IA,Primghar city,89.7,city,4
IA,Princeton city,93.8,city,4
IA,Promise City city,95,city,4
IA,Protivin city,90.8,city,4
IA,Pulaski city,93.8,city,4
IA,Quasqueton city,93.4,city,4
IA,Quimby city,76.5,city,4
IA,Radcliffe city,86.5,city,4
IA,Rake city,84.1,city,4
IA,Ralston city,89.1,city,4
IA,Randalia city,91.7,city,4
IA,Randall city,90.8,city,4
IA,Randolph city,90.2,city,4
IA,Rathbun city,98.4,city,4
IA,Raymond city,95.5,city,4
IA,Readlyn city,92,city,4
IA,Reasnor city,89.1,city,4
IA,Redding city,82.6,city,4
IA,Redfield city,91,city,4
IA,Red Oak city,84.8,#VALUE!,#VALUE!
IA,Reinbeck city,95.5,city,4
IA,Rembrandt city,81.4,city,4
IA,Remsen city,91.7,city,4
IA,Renwick city,89.3,city,4
IA,Rhodes city,90.9,city,4
IA,Riceville city,90.1,city,4
IA,Richland city,90.6,city,4
IA,Rickardsville city,93.3,city,4
IA,Ricketts city,93.2,city,4
IA,Ridgeway city,89.3,city,4
IA,Rinard city,91.1,city,4
IA,Ringsted city,93.4,city,4
IA,Rippey city,88,city,4
IA,Riverdale city,95.4,city,4
IA,Riverside city,93.1,city,4
IA,River Sioux CDP,75,CDP,3
IA,Riverton city,89.6,city,4
IA,Robins city,97.4,city,4
IA,Rochester CDP,100,CDP,3
IA,Rock Falls city,95,city,4
IA,Rockford city,93.1,city,4
IA,Rock Rapids city,88,city,4
IA,Rock Valley city,87.6,city,4
IA,Rockwell city,93.2,city,4
IA,Rockwell City city,92.6,city,4
IA,Rodman city,91.9,city,4
IA,Rodney city,62,city,4
IA,Roland city,97.3,city,4
IA,Rolfe city,85.1,city,4
IA,Rome city,80.6,city,4
IA,Rose Hill city,80,city,4
IA,Roseville CDP,-,CDP,3
IA,Rossie city,100,city,4
IA,Rowan city,89.1,city,4
IA,Rowley city,97.1,city,4
IA,Royal city,95.5,city,4
IA,Rudd city,90.3,city,4
IA,Runnells city,97.4,city,4
IA,Russell city,90.2,city,4
IA,Ruthven city,89,city,4
IA,Rutland city,82.4,city,4
IA,Ryan city,86,city,4
IA,Sabula city,91,city,4
IA,Sac City city,93,#VALUE!,#VALUE!
IA,Sageville city,95.7,city,4
IA,St. Ansgar city,94.3,#VALUE!,#VALUE!
IA,St. Anthony city,86.9,#VALUE!,#VALUE!
IA,St. Benedict CDP,100,CDP,3
IA,St. Charles city,95.6,#VALUE!,#VALUE!
IA,St. Donatus city,98.1,#VALUE!,#VALUE!
IA,St. Joseph CDP,80,CDP,3
IA,St. Lucas city,84.8,#VALUE!,#VALUE!
IA,St. Marys city,98.2,#VALUE!,#VALUE!
IA,St. Olaf city,89.7,#VALUE!,#VALUE!
IA,St. Paul city,95.8,#VALUE!,#VALUE!
IA,Salem city,86.2,city,4
IA,Salix city,94.3,city,4
IA,Sanborn city,89.4,city,4
IA,Sandyville city,70,city,4
IA,Saylorville CDP,97.8,CDP,3
IA,Scarville city,95.7,city,4
IA,Schaller city,91,city,4
IA,Schleswig city,92.3,city,4
IA,Scranton city,87.7,city,4
IA,Searsboro city,87.8,city,4
IA,Sergeant Bluff city,95.3,city,4
IA,Sexton CDP,100,CDP,3
IA,Seymour city,84.2,city,4
IA,Shambaugh city,93.4,city,4
IA,Shannon City city,98,city,4
IA,Sharpsburg city,96.2,city,4
IA,Sheffield city,93.6,city,4
IA,Shelby city,89.1,city,4
IA,Sheldahl city,92.9,city,4
IA,Sheldon city,91.8,city,4
IA,Shell Rock city,95.1,city,4
IA,Shellsburg city,94.3,city,4
IA,Shenandoah city,84.9,city,4
IA,Sherrill city,86.5,city,4
IA,Shueyville city,97.7,city,4
IA,Sibley city,81.6,city,4
IA,Sidney city,89.5,city,4
IA,Sigourney city,89.9,city,4
IA,Silver City city,86.4,city,4
IA,Sioux Center city,87.4,city,4
IA,Sioux City city,83.6,city,4
IA,Sioux Rapids city,93.8,city,4
IA,Slater city,99.2,city,4
IA,Sloan city,94.8,city,4
IA,Smithland city,91.7,city,4
IA,Soldier city,95.7,city,4
IA,Solon city,97.9,city,4
IA,Somers city,93,city,4
IA,South Amana CDP,100,CDP,3
IA,South English city,87.7,city,4
IA,Spencer city,93.5,city,4
IA,Spillville city,78,city,4
IA,Spirit Lake city,93.3,city,4
IA,Spragueville city,78.9,city,4
IA,Springbrook city,92.6,city,4
IA,Spring Hill city,77.1,city,4
IA,Springville city,95.9,city,4
IA,Stacyville city,86.2,city,4
IA,Stanhope city,89,city,4
IA,Stanley city,93,city,4
IA,Stanton city,92.7,city,4
IA,Stanwood city,89.5,city,4
IA,State Center city,94.2,city,4
IA,Steamboat Rock city,96.9,Rock city,9
IA,Stockport city,91.4,city,4
IA,Stockton city,90.6,city,4
IA,Stone City CDP,89.2,CDP,3
IA,Storm Lake city,66.4,city,4
IA,Story City city,89.9,city,4
IA,Stout city,92.4,city,4
IA,Stratford city,87.4,city,4
IA,Strawberry Point city,89,Point city,10
IA,Struble city,92.3,city,4
IA,Stuart city,87.9,city,4
IA,Sully city,93.8,city,4
IA,Sumner city,94.9,city,4
IA,Sun Valley Lake CDP,100,CDP,3
IA,Superior city,82.6,city,4
IA,Sutherland city,93,city,4
IA,Swaledale city,95.2,city,4
IA,Swan city,92.2,city,4
IA,Swea City city,88.8,city,4
IA,Swisher city,97.8,city,4
IA,Tabor city,90.2,city,4
IA,Tama city,84.4,city,4
IA,Templeton city,85.2,city,4
IA,Tennant city,88,city,4
IA,Terril city,88.9,city,4
IA,Thayer city,93.9,city,4
IA,Thompson city,85.6,city,4
IA,Thor city,94.1,city,4
IA,Thornburg city,94,city,4
IA,Thornton city,92.9,city,4
IA,Thurman city,85.4,city,4
IA,Tiffin city,97.3,city,4
IA,Tingley city,96.8,city,4
IA,Tipton city,91.1,city,4
IA,Titonka city,85.5,city,4
IA,Toeterville CDP,100,CDP,3
IA,Toledo city,82.7,city,4
IA,Toronto city,89.8,city,4
IA,Traer city,92.3,city,4
IA,Treynor city,98.6,city,4
IA,Tripoli city,85.2,city,4
IA,Truesdale city,80.8,city,4
IA,Truro city,90.6,city,4
IA,Turin city,94.6,city,4
IA,Twin Lakes CDP,100,CDP,3
IA,Udell city,75,city,4
IA,Underwood city,94.5,city,4
IA,Union city,90.4,city,4
IA,Unionville city,94.8,city,4
IA,University Heights city,100,city,4
IA,University Park city,91.4,Park city,9
IA,Urbana city,93.4,city,4
IA,Urbandale city,97,city,4
IA,Ute city,84.4,#VALUE!,#VALUE!
IA,Vail city,77.7,city,4
IA,Valeria city,93.5,city,4
IA,Van Horne city,94.8,#VALUE!,#VALUE!
IA,Van Meter city,98.8,#VALUE!,#VALUE!
IA,Van Wert city,72,#VALUE!,#VALUE!
IA,Varina city,75.6,city,4
IA,Ventura city,98.5,city,4
IA,Victor city,93.6,city,4
IA,Villisca city,90.1,city,4
IA,Vincent city,87.5,city,4
IA,Vining city,92.6,city,4
IA,Vinton city,94.4,city,4
IA,Volga city,89.1,city,4
IA,Wadena city,85.9,city,4
IA,Wahpeton city,96.5,city,4
IA,Walcott city,90.9,city,4
IA,Walford city,98.3,city,4
IA,Walker city,93.9,city,4
IA,Wallingford city,90.8,city,4
IA,Wall Lake city,88.6,city,4
IA,Walnut city,90,city,4
IA,Wapello city,85.2,city,4
IA,Washburn CDP,90.8,CDP,3
IA,Washington city,91.4,city,4
IA,Washta city,81.9,city,4
IA,Waterloo city,87.1,city,4
IA,Waterville city,90.6,city,4
IA,Watkins CDP,86.4,CDP,3
IA,Waucoma city,88,city,4
IA,Waukee city,98,city,4
IA,Waukon city,85,city,4
IA,Waverly city,95.3,city,4
IA,Wayland city,82.8,city,4
IA,Webb city,89.5,city,4
IA,Webster city,85.5,city,4
IA,Webster City city,88.4,city,4
IA,Weldon city,90.4,city,4
IA,Wellman city,93.2,city,4
IA,Wellsburg city,93.4,city,4
IA,Welton city,96.8,city,4
IA,Wesley city,89.6,city,4
IA,West Amana CDP,100,CDP,3
IA,West Bend city,92.2,city,4
IA,West Branch city,95.9,city,4
IA,West Burlington city,90.9,city,4
IA,West Chester city,80.7,city,4
IA,West Des Moines city,96,city,4
IA,Westfield city,80,city,4
IA,Westgate city,96.1,city,4
IA,West Liberty city,72.2,city,4
IA,West Okoboji city,94,city,4
IA,Weston CDP,84.1,CDP,3
IA,Westphalia city,89.2,city,4
IA,West Point city,95.6,city,4
IA,Westside city,92,city,4
IA,West Union city,94.3,city,4
IA,Westwood city,97,city,4
IA,What Cheer city,83.3,city,4
IA,Wheatland city,89.2,city,4
IA,Whiting city,93.5,city,4
IA,Whittemore city,97.6,city,4
IA,Whitten city,85.3,city,4
IA,Willey city,91.7,city,4
IA,Williams city,94.9,city,4
IA,Williamsburg city,91.9,city,4
IA,Williamson city,86.7,city,4
IA,Wilton city,94.7,city,4
IA,Windsor Heights city,96.4,city,4
IA,Winfield city,89.6,city,4
IA,Winterset city,91.8,city,4
IA,Winthrop city,95.4,city,4
IA,Wiota city,91.7,city,4
IA,Woden city,88.3,city,4
IA,Woodbine city,89.8,city,4
IA,Woodburn city,92.7,city,4
IA,Woodward city,76.9,city,4
IA,Woolstock city,92.7,city,4
IA,Worthington city,91.5,city,4
IA,Wyoming city,90.3,city,4
IA,Yale city,87.1,city,4
IA,Yetter city,80,city,4
IA,Yorktown city,91.8,city,4
IA,Zearing city,93.5,city,4
IA,Zwingle city,85,city,4
KS,Abbyville city,95.5,city,4
KS,Abilene city,85.2,city,4
KS,Ada CDP,71.7,CDP,3
KS,Admire city,93.9,city,4
KS,Agenda city,95.9,city,4
KS,Agra city,94.4,city,4
KS,Albert city,96.5,city,4
KS,Alden city,90.3,city,4
KS,Alexander city,90.3,city,4
KS,Allen city,84.2,city,4
KS,Alma city,93.4,city,4
KS,Almena city,93.2,city,4
KS,Altamont city,93.6,city,4
KS,Alta Vista city,92.2,city,4
KS,Alton city,85.4,city,4
KS,Altoona city,78.3,city,4
KS,Americus city,89.3,city,4
KS,Andale city,95.8,city,4
KS,Andover city,97.3,city,4
KS,Anthony city,87.5,city,4
KS,Arcadia city,79.4,city,4
KS,Argonia city,94.5,city,4
KS,Arkansas City city,87.2,city,4
KS,Arlington city,86.9,city,4
KS,Arma city,88.4,city,4
KS,Asherville CDP,-,CDP,3
KS,Ashland city,92.1,city,4
KS,Assaria city,95.9,city,4
KS,Atchison city,93,city,4
KS,Athol city,91.3,city,4
KS,Atlanta city,95.3,city,4
KS,Attica city,85.1,city,4
KS,Atwood city,92.4,city,4
KS,Auburn city,92.7,city,4
KS,Augusta city,89.7,city,4
KS,Aurora city,70.6,city,4
KS,Axtell city,92.8,city,4
KS,Baileyville CDP,88.4,CDP,3
KS,Baldwin City city,96.1,city,4
KS,Barnard city,95.9,city,4
KS,Barnes city,88.9,city,4
KS,Bartlett city,95.8,city,4
KS,Basehor city,94.2,city,4
KS,Bassett city,100,city,4
KS,Baxter Springs city,88.7,city,4
KS,Bazine city,84.2,city,4
KS,Beattie city,87.4,city,4
KS,Bel Aire city,95.4,#VALUE!,#VALUE!
KS,Belle Plaine city,93.2,city,4
KS,Belleville city,91.5,city,4
KS,Beloit city,95.4,city,4
KS,Belpre city,64.2,city,4
KS,Belvue city,95.2,city,4
KS,Bendena CDP,100,CDP,3
KS,Benedict city,61.2,city,4
KS,Bennington city,93.8,city,4
KS,Bentley city,85.2,city,4
KS,Benton city,95.6,city,4
KS,Bern city,88.8,city,4
KS,Beverly city,93.9,city,4
KS,Bird City city,86.6,city,4
KS,Bison city,89,city,4
KS,Blue Mound city,80.6,city,4
KS,Blue Rapids city,90.5,city,4
KS,Bluff City city,70.6,city,4
KS,Bogue city,87.7,city,4
KS,Bonner Springs city,89.6,city,4
KS,Brewster city,91.3,city,4
KS,Bronson city,90.3,city,4
KS,Brookville city,88.5,city,4
KS,Brownell city,94.3,city,4
KS,Bucklin city,89.2,city,4
KS,Bucyrus CDP,95.5,CDP,3
KS,Buffalo city,82.8,city,4
KS,Buhler city,95.1,city,4
KS,Bunker Hill city,79.5,city,4
KS,Burden city,93,city,4
KS,Burdett city,93.8,city,4
KS,Burlingame city,87.3,city,4
KS,Burlington city,90.1,city,4
KS,Burns city,70.5,city,4
KS,Burr Oak city,81.4,city,4
KS,Burrton city,94,city,4
KS,Bushong city,59.1,city,4
KS,Bushton city,92,city,4
KS,Byers city,100,city,4
KS,Caldwell city,90.8,city,4
KS,Cambridge city,93,city,4
KS,Caney city,86.7,city,4
KS,Canton city,87.2,city,4
KS,Carbondale city,92.1,city,4
KS,Carlton city,91.7,city,4
KS,Cassoday city,95.9,city,4
KS,Catharine CDP,100,CDP,3
KS,Cawker City city,89.8,city,4
KS,Cedar city,100,city,4
KS,Cedar Point city,100,city,4
KS,Cedar Vale city,89.1,city,4
KS,Centralia city,84.2,city,4
KS,Chanute city,89.4,city,4
KS,Chapman city,92.7,city,4
KS,Chase city,73.7,city,4
KS,Chautauqua city,71.2,city,4
KS,Cheney city,94.6,city,4
KS,Cherokee city,89.8,city,4
KS,Cherryvale city,85.9,city,4
KS,Chetopa city,84.4,city,4
KS,Chicopee CDP,92.1,CDP,3
KS,Cimarron city,84.5,city,4
KS,Circleville city,96.2,city,4
KS,Claflin city,91.5,city,4
KS,Clay Center city,95.9,city,4
KS,Clayton city,73.3,city,4
KS,Clearwater city,94.4,city,4
KS,Clifton city,92.3,city,4
KS,Climax city,62.5,city,4
KS,Clyde city,90.8,city,4
KS,Coats city,61.9,city,4
KS,Coffeyville city,83.4,city,4
KS,Colby city,92,city,4
KS,Coldwater city,89.9,city,4
KS,Collyer city,98.2,city,4
KS,Colony city,93.9,city,4
KS,Columbus city,83.7,city,4
KS,Colwich city,97.7,city,4
KS,Concordia city,90,city,4
KS,Conway Springs city,89,city,4
KS,Coolidge city,85.9,city,4
KS,Copeland city,79.7,city,4
KS,Corning city,96.1,city,4
KS,Cottonwood Falls city,88.1,Falls city,10
KS,Council Grove city,85.7,city,4
KS,Courtland city,90.7,city,4
KS,Coyville city,82.6,city,4
KS,Cuba city,94.4,city,4
KS,Cullison city,78.4,city,4
KS,Culver city,84,city,4
KS,Cunningham city,93.7,city,4
KS,Damar city,86.2,city,4
KS,Danville city,94.3,city,4
KS,Dearing city,88.3,city,4
KS,Deerfield city,62.8,city,4
KS,Delia city,89.9,city,4
KS,Delphos city,91.9,city,4
KS,Denison city,85.1,city,4
KS,Denton city,98.4,city,4
KS,Derby city,96.2,city,4
KS,De Soto city,90,#VALUE!,#VALUE!
KS,Detroit CDP,67.5,CDP,3
KS,Dexter city,86.7,city,4
KS,Dighton city,95.1,city,4
KS,Dodge City city,65.8,city,4
KS,Dorrance city,99.2,city,4
KS,Douglass city,89,city,4
KS,Downs city,91.9,city,4
KS,Dresden city,57.8,city,4
KS,Dunlap city,90,city,4
KS,Durham city,79.3,city,4
KS,Dwight city,84.2,city,4
KS,Earlton city,75,city,4
KS,Eastborough city,97.7,city,4
KS,Easton city,77.7,city,4
KS,Edgerton city,90.4,city,4
KS,Edmond city,100,city,4
KS,Edna city,95,city,4
KS,Edwardsville city,87.2,city,4
KS,Effingham city,92.6,city,4
KS,Elbing city,97.6,city,4
KS,El Dorado city,91.6,#VALUE!,#VALUE!
KS,Elgin city,75.3,city,4
KS,Elk City city,84.4,#VALUE!,#VALUE!
KS,Elk Falls city,75.6,#VALUE!,#VALUE!
KS,Elkhart city,84.9,city,4
KS,Ellinwood city,84.7,city,4
KS,Ellis city,87.7,city,4
KS,Ellsworth city,87.4,city,4
KS,Elmdale city,67.3,city,4
KS,Elsmore city,75.4,city,4
KS,Elwood city,84,city,4
KS,Emmett city,81.3,city,4
KS,Emporia city,85.6,city,4
KS,Englewood city,98.2,city,4
KS,Ensign city,61.1,city,4
KS,Enterprise city,89.6,city,4
KS,Erie city,93.3,city,4
KS,Esbon city,87.4,city,4
KS,Eskridge city,92.5,city,4
KS,Eudora city,91.7,city,4
KS,Eureka city,90.4,city,4
KS,Everest city,90.9,city,4
KS,Fairview city,89.1,city,4
KS,Fairway city,99.7,city,4
KS,Fall River city,89.5,city,4
KS,Falun CDP,80.5,CDP,3
KS,Florence city,90.3,city,4
KS,Fontana city,83.2,city,4
KS,Ford city,89.1,city,4
KS,Formoso city,88.3,city,4
KS,Fort Dodge CDP,92.6,CDP,3
KS,Fort Riley CDP,98.7,CDP,3
KS,Fort Scott city,88.2,city,4
KS,Fowler city,80.7,city,4
KS,Frankfort city,88.4,city,4
KS,Franklin CDP,82,CDP,3
KS,Frederick city,25,city,4
KS,Fredonia city,87.4,city,4
KS,Freeport city,-,city,4
KS,Frontenac city,93.5,city,4
KS,Fulton city,87.8,city,4
KS,Galatia city,100,city,4
KS,Galena city,80.8,city,4
KS,Galesburg city,88.4,city,4
KS,Galva city,90.7,city,4
KS,Garden City city,70.7,city,4
KS,Garden Plain city,91.3,city,4
KS,Gardner city,94.4,city,4
KS,Garfield city,73.7,city,4
KS,Garnett city,91.4,city,4
KS,Gas city,87.7,#VALUE!,#VALUE!
KS,Gaylord city,80.8,city,4
KS,Gem city,98.4,#VALUE!,#VALUE!
KS,Geneseo city,90.8,city,4
KS,Geuda Springs city,80.9,city,4
KS,Girard city,90.9,city,4
KS,Glade city,89.5,city,4
KS,Glasco city,91.5,city,4
KS,Glen Elder city,96,city,4
KS,Goddard city,90.6,city,4
KS,Goessel city,91.7,city,4
KS,Goff city,86.4,city,4
KS,Goodland city,88.1,city,4
KS,Gorham city,91.9,city,4
KS,Gove City city,100,city,4
KS,Grainfield city,89.6,city,4
KS,Grandview Plaza city,87.5,city,4
KS,Grantville CDP,100,CDP,3
KS,Great Bend city,83.9,city,4
KS,Greeley city,94.9,city,4
KS,Greeley County unified government,88.4,#VALUE!,#VALUE!
KS,Greeley County unified government (balance),87.2,#VALUE!,#VALUE!
KS,Green city,85.2,city,4
KS,Greenleaf city,80.6,city,4
KS,Greensburg city,91.4,city,4
KS,Grenola city,83.5,city,4
KS,Gridley city,93.9,city,4
KS,Grinnell city,92.8,city,4
KS,Gypsum city,93.7,city,4
KS,Haddam city,80.7,city,4
KS,Halstead city,87.7,city,4
KS,Hamilton city,95.4,city,4
KS,Hamlin city,96.8,city,4
KS,Hanover city,90,city,4
KS,Hanston city,81,city,4
KS,Hardtner city,84,city,4
KS,Harper city,84.5,city,4
KS,Harris CDP,0,CDP,3
KS,Hartford city,88.4,city,4
KS,Harveyville city,91.6,city,4
KS,Havana city,60.4,city,4
KS,Haven city,94.5,city,4
KS,Havensville city,96.7,city,4
KS,Haviland city,91.3,city,4
KS,Hays city,94.5,city,4
KS,Haysville city,91.7,city,4
KS,Hazelton city,91.1,city,4
KS,Healy CDP,90,CDP,3
KS,Hepler city,77,city,4
KS,Herington city,91.3,city,4
KS,Herndon city,88,city,4
KS,Hesston city,99.3,city,4
KS,Hiawatha city,94.1,city,4
KS,Highland city,92.4,city,4
KS,Hill City city,93.4,city,4
KS,Hillsboro city,84.2,city,4
KS,Hillsdale CDP,92.6,CDP,3
KS,Hoisington city,86.6,city,4
KS,Holcomb city,81.6,city,4
KS,Hollenberg city,81,city,4
KS,Holton city,91.5,city,4
KS,Holyrood city,95.5,city,4
KS,Home CDP,100,CDP,3
KS,Hope city,91.5,city,4
KS,Horace city,86.5,city,4
KS,Horton city,89.4,city,4
KS,Howard city,91.3,city,4
KS,Hoxie city,87,city,4
KS,Hoyt city,93.2,city,4
KS,Hudson city,89.5,city,4
KS,Hugoton city,83.3,city,4
KS,Humboldt city,89,city,4
KS,Hunnewell city,82.2,city,4
KS,Hunter city,100,city,4
KS,Huron city,69.8,city,4
KS,Hutchinson city,87.6,city,4
KS,Independence city,89.5,city,4
KS,Ingalls city,94.6,city,4
KS,Inman city,84.1,city,4
KS,Iola city,89.8,city,4
KS,Isabel city,93.9,city,4
KS,Iuka city,84.7,city,4
KS,Jamestown city,88.2,city,4
KS,Jennings city,83.5,city,4
KS,Jetmore city,92.9,city,4
KS,Jewell city,91.6,city,4
KS,Johnson City city,79.2,city,4
KS,Junction City city,91.5,city,4
KS,Kanopolis city,82.7,city,4
KS,Kanorado city,63.1,city,4
KS,Kansas City city,77.8,city,4
KS,Kechi city,97.3,city,4
KS,Kensington city,88.3,city,4
KS,Kickapoo Site 1 CDP,56.5,1 CDP,5
KS,Kickapoo Site 2 CDP,100,2 CDP,5
KS,Kickapoo Site 5 CDP,92.5,5 CDP,5
KS,Kickapoo Site 6 CDP,100,6 CDP,5
KS,Kickapoo Site 7 CDP,93.3,7 CDP,5
KS,Kickapoo Tribal Center CDP,89.3,CDP,3
KS,Kincaid city,84.5,city,4
KS,Kingman city,85.5,city,4
KS,Kinsley city,80.9,city,4
KS,Kiowa city,88.3,city,4
KS,Kipp CDP,100,CDP,3
KS,Kirwin city,93.4,city,4
KS,Kismet city,82.4,city,4
KS,Labette city,81.6,city,4
KS,La Crosse city,89.9,#VALUE!,#VALUE!
KS,La Cygne city,85.8,#VALUE!,#VALUE!
KS,La Harpe city,87.2,#VALUE!,#VALUE!
KS,Lake Quivira city,99.1,city,4
KS,Lakin city,79.4,city,4
KS,Lancaster city,96,city,4
KS,Lane city,91.5,city,4
KS,Langdon city,80,city,4
KS,Lansing city,89.7,city,4
KS,Larned city,90.6,city,4
KS,Latham city,86.7,city,4
KS,Latimer city,92.9,city,4
KS,Lawrence city,95.2,city,4
KS,Leavenworth city,90.8,city,4
KS,Leawood city,99.2,city,4
KS,Lebanon city,85.4,city,4
KS,Lebo city,94,city,4
KS,Lecompton city,88.6,city,4
KS,Lehigh city,96.5,city,4
KS,Lenexa city,95.5,city,4
KS,Lenora city,94.7,city,4
KS,Leon city,88.2,city,4
KS,Leona city,71.4,city,4
KS,Leonardville city,95,city,4
KS,Leoti city,73,city,4
KS,LeRoy city,91.5,city,4
KS,Levant CDP,100,CDP,3
KS,Lewis city,71.5,city,4
KS,Liberal city,63.7,city,4
KS,Liberty city,89,city,4
KS,Liebenthal city,87.5,city,4
KS,Lincoln Center city,90.1,city,4
KS,Lincolnville city,86.7,city,4
KS,Lindsborg city,95.6,city,4
KS,Linn city,68,city,4
KS,Linn Valley city,90.4,city,4
KS,Linwood city,85.1,city,4
KS,Little River city,91.2,city,4
KS,Logan city,91.7,city,4
KS,Lone Elm city,73.9,city,4
KS,Longford city,95.6,city,4
KS,Long Island city,94.4,city,4
KS,Longton city,86.9,city,4
KS,Lorraine city,91.2,city,4
KS,Lost Springs city,81.2,city,4
KS,Louisburg city,94.3,city,4
KS,Louisville city,80.7,city,4
KS,Lowell CDP,80.5,CDP,3
KS,Lucas city,95.3,city,4
KS,Luray city,93.6,city,4
KS,Lyndon city,89.7,city,4
KS,Lyons city,83,city,4
KS,McConnell AFB CDP,93.1,AFB CDP,7
KS,McCracken city,93.3,city,4
KS,McCune city,93.4,city,4
KS,McDonald city,85.2,city,4
KS,McFarland city,89,city,4
KS,Macksville city,77.9,city,4
KS,McLouth city,93.4,city,4
KS,McPherson city,94.4,city,4
KS,Madison city,89.7,city,4
KS,Mahaska city,100,city,4
KS,Maize city,96.5,city,4
KS,Manchester city,91,city,4
KS,Manhattan city,95.1,city,4
KS,Mankato city,90.5,city,4
KS,Manter city,91,city,4
KS,Maple Hill city,97.3,city,4
KS,Mapleton city,87,city,4
KS,Marienthal CDP,68.8,CDP,3
KS,Marion city,83,city,4
KS,Marquette city,89.9,city,4
KS,Marysville city,95.2,city,4
KS,Matfield Green city,72.7,city,4
KS,Mayetta city,88.9,city,4
KS,Mayfield city,82.3,city,4
KS,Meade city,91.8,city,4
KS,Medicine Lodge city,91.6,city,4
KS,Melvern city,86.8,city,4
KS,Menlo city,84.6,city,4
KS,Meriden city,94.6,city,4
KS,Merriam city,94.3,city,4
KS,Milan city,74.1,city,4
KS,Mildred city,66.7,city,4
KS,Milford city,96.8,city,4
KS,Milton CDP,81.6,CDP,3
KS,Miltonvale city,90,city,4
KS,Minneapolis city,91.3,city,4
KS,Minneola city,86.3,city,4
KS,Mission city,95,city,4
KS,Mission Hills city,99.8,city,4
KS,Mission Woods city,99.3,city,4
KS,Moline city,90.2,city,4
KS,Montezuma city,59,city,4
KS,Moran city,87.2,city,4
KS,Morganville city,91.7,city,4
KS,Morland city,98.8,city,4
KS,Morrill city,87,city,4
KS,Morrowville city,80.2,city,4
KS,Moscow city,82.1,city,4
KS,Mound City city,92.5,city,4
KS,Moundridge city,87.7,city,4
KS,Mound Valley city,83.3,city,4
KS,Mount Hope city,90.1,city,4
KS,Mulberry city,83.4,city,4
KS,Mullinville city,89.2,city,4
KS,Mulvane city,96.7,city,4
KS,Munden city,92.9,city,4
KS,Munjor CDP,89.4,CDP,3
KS,Muscotah city,91.7,city,4
KS,Narka city,92.6,city,4
KS,Nashville city,98,city,4
KS,Natoma city,86.5,city,4
KS,Neodesha city,81.6,city,4
KS,Neosho Falls city,78.9,city,4
KS,Neosho Rapids city,84.7,city,4
KS,Ness City city,91.6,city,4
KS,Netawaka city,88.7,city,4
